,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,jp_parent_route_id,route_color,route_text_color
51,5-伏見線,5-本営,伏見線,本荘・伏見線,,3,,9899ff,ffffff
52,5-由利工線,5-本営,由利工線,由利工業高校線,,3,,9899ff,ffffff
53,5-田沢湖遊覧船,5-遊覧,,田沢湖遊覧船,御座の石桟橋は離着岸なし,4,,,
0,6-五城目線_A,6-3410001000459,,五城目線,,3,,,
1,6-追分線_A,6-3410001000459,,追分線,,3,,,
2,6-泉八橋環状線_A,6-3410001000459,,泉八橋環状線,,3,,,
3,6-茨島環状線_A,6-3410001000459,,茨島環状線,,3,,,
4,6-新国道・土崎線_A,6-3410001000459,,新国道・土崎線,,3,,,
5,6-セリオン線_A,6-3410001000459,,セリオン線,,3,,,
6,6-寺内経由土崎線_A,6-3410001000459,,寺内経由土崎線,,3,,,
7,6-新国道・臨港署前経由土崎線_A,6-3410001000459,,新国道・臨港署前経由土崎線,,3,,,
8,6-手形山経由大学病院線_A,6-3410001000459,,手形山経由大学病院線,,3,,,
9,6-太平線(30001),6-3410001000459,,太平線,,3,,,
10,6-太平線(30002),6-3410001000459,,太平線,,3,,,
11,6-太平線(30101),6-3410001000459,,太平線,,3,,,
12,6-太平線(30102),6-3410001000459,,太平線,,3,,,
13,6-国際教養大学線_A,6-3410001000459,,国際教養大学線,,3,,,
14,6-赤沼線(34101),6-3410001000459,,赤沼線,,3,,,
15,6-赤沼線(34102),6-3410001000459,,赤沼線,,3,,,
16,6-赤沼線(34001),6-3410001000459,,赤沼線,,3,,,
17,6-赤沼線(34002),6-3410001000459,,赤沼線,,3,,,
18,6-赤沼線(34201),6-3410001000459,,赤沼線,,3,,,
19,6-赤沼線(34202),6-3410001000459,,赤沼線,,3,,,
20,6-中央交通線_A,6-3410001000459,,中央交通線,,3,,,
21,6-山王商業高校線_A,6-3410001000459,,山王商業高校線,,3,,,
22,6-仁別リゾート公園線(350001),6-3410001000459,,仁別リゾート公園線,,3,,,
23,6-仁別リゾート公園線(350004),6-3410001000459,,仁別リゾート公園線,,3,,,
24,6-仁別リゾート公園線_A,6-3410001000459,,仁別リゾート公園線,,3,,,
25,6-仁井田御所野線(51101),6-3410001000459,,仁井田御所野線,,3,,,
26,6-仁井田御所野線(51102),6-3410001000459,,仁井田御所野線,,3,,,
27,6-仁井田御所野線(51001),6-3410001000459,,仁井田御所野線,,3,,,
28,6-仁井田御所野線(51002),6-3410001000459,,仁井田御所野線,,3,,,
29,6-松崎団地線_A,6-3410001000459,,松崎団地線,,3,,,
30,6-大野線_A,6-3410001000459,,大野線,,3,,,
31,6-牛島経由御野場団地線_A,6-3410001000459,,牛島経由御野場団地線,,3,,,
32,6-広面御所野線_A,6-3410001000459,,広面御所野線,,3,,,
33,6-将軍野線_A,6-3410001000459,,将軍野線,,3,,,
34,6-柳原経由御野場団地線_A,6-3410001000459,,柳原経由御野場団地線,,3,,,
35,6-桜ガ丘線(42401),6-3410001000459,,桜ガ丘線,,3,,,
36,6-桜ガ丘線(42402),6-3410001000459,,桜ガ丘線,,3,,,
37,6-秋田高校線_A,6-3410001000459,,秋田高校線,,3,,,
38,6-大住・みなみ野団地線_A,6-3410001000459,,大住・みなみ野団地線,,3,,,
39,6-二ツ屋福島線_A,6-3410001000459,,二ツ屋福島線,,3,,,
40,6-南大通り経由日赤病院線_A,6-3410001000459,,南大通り経由日赤病院線,,3,,,
41,6-高速能代線_A,6-3410001000459,,高速能代線,,3,,,
42,6-高速湯沢線_A,6-3410001000459,,高速湯沢線,,3,,,
43,6-桜ガ丘線(42201),6-3410001000459,,桜ガ丘線,,3,,,
44,6-桜ガ丘線(42202),6-3410001000459,,桜ガ丘線,,3,,,
45,6-桜ガ丘線(42301),6-3410001000459,,桜ガ丘線,,3,,,
46,6-桜ガ丘線(42302),6-3410001000459,,桜ガ丘線,,3,,,
47,6-赤沼線(34302),6-3410001000459,,赤沼線,,3,,,
48,6-桜台線_A,6-3410001000459,,桜台線,,3,,,
49,6-南ヶ丘線_A,6-3410001000459,,南ヶ丘線,,3,,,
50,6-秋田温泉線_A,6-3410001000459,,秋田温泉線,,3,,,
51,6-秋田温泉線(36002),6-3410001000459,,秋田温泉線,,3,,,
52,6-土崎・秋田厚生医療センター線_A,6-3410001000459,,土崎・秋田厚生医療センター線,,3,,,
53,6-神田旭野線_A,6-3410001000459,,神田旭野線,,3,,,
54,6-添川線_A,6-3410001000459,,添川線,,3,,,
55,6-臨海営業所線_A,6-3410001000459,,臨海営業所線,,3,,,
56,6-新港線_A,6-3410001000459,,新港線,,3,,,
57,6-新屋線_A,6-3410001000459,,新屋線,,3,,,
58,6-新屋高校線_A,6-3410001000459,,新屋高校線,,3,,,
59,6-新屋西線_A,6-3410001000459,,新屋西線,,3,,,
60,6-川尻割山線_A,6-3410001000459,,川尻割山線,,3,,,
61,6-泉ハイタウン線_A,6-3410001000459,,泉ハイタウン線,,3,,,
62,6-県立プール線_A,6-3410001000459,,県立プール線,,3,,,
63,6-仁別リゾート公園線(35201),6-3410001000459,,仁別リゾート公園線,,3,,,
64,6-仁別リゾート公園線(35004),6-3410001000459,,仁別リゾート公園線,,3,,,
