,table_name,field_name,field_value,language,translation,trans_id,lang,record_id,record_sub_id
390,stops,stop_name,,ja-Hrkt,そうけいじまえ,,,352_02,
391,stops,stop_name,,ja-Hrkt,そふとしりかしゃこまえ,,,353_01,
392,stops,stop_name,,ja-Hrkt,くずがさわわいじろこうさてん,,,354_01,
393,stops,stop_name,,ja-Hrkt,くずがさわわいじろこうさてん,,,354_02,
394,stops,stop_name,,ja-Hrkt,もとおおたばすてい,,,355_01,
395,stops,stop_name,,ja-Hrkt,もとおおたばすてい,,,355_02,
396,stops,stop_name,,ja-Hrkt,もとなかぼうばすてい,,,356_01,
397,stops,stop_name,,ja-Hrkt,もとなかぼうばすてい,,,356_02,
398,stops,stop_name,,ja-Hrkt,てらうちかいかんまえ,,,357_01,
399,stops,stop_name,,ja-Hrkt,てらうちかいかんまえ,,,357_02,
400,stops,stop_name,,ja-Hrkt,もとかんのんじばすてい,,,358_01,
401,stops,stop_name,,ja-Hrkt,もとかんのんじばすてい,,,358_02,
402,stops,stop_name,,ja-Hrkt,あらしだしょうてんまえ,,,359_01,
403,stops,stop_name,,ja-Hrkt,あらしだしょうてんまえ,,,359_02,
404,stops,stop_name,,ja-Hrkt,もとまつばらだんちばすてい,,,360_01,
405,stops,stop_name,,ja-Hrkt,もとまつばらだんちばすてい,,,360_02,
406,stops,stop_name,,ja-Hrkt,あみだち　ささきしたくまえ,,,361_01,
407,stops,stop_name,,ja-Hrkt,あみだち　ささきしたくまえ,,,361_02,
408,stops,stop_name,,ja-Hrkt,さるたにごうしせんいりぐち,,,362_01,
409,stops,stop_name,,ja-Hrkt,さるたかいかんじゅうじろこうさてん,,,363_01,
410,stops,stop_name,,ja-Hrkt,さるたかいかんじゅうじろこうさてん,,,363_02,
411,stops,stop_name,,ja-Hrkt,もとやはしりばすかいてんば,,,364_01,
412,stops,stop_name,,ja-Hrkt,もとひらきばすてい,,,365_01,
413,stops,stop_name,,ja-Hrkt,もとひらきばすてい,,,365_02,
414,stops,stop_name,,ja-Hrkt,もとかないがみばすてい,,,366_01,
415,stops,stop_name,,ja-Hrkt,もとかないがみばすてい,,,366_02,
416,stops,stop_name,,ja-Hrkt,もとかみさかべばすてい,,,367_01,
417,stops,stop_name,,ja-Hrkt,もとかみさかべばすてい,,,367_02,
418,stops,stop_name,,ja-Hrkt,もとおおごやばすてい,,,368_01,
419,stops,stop_name,,ja-Hrkt,もとおおごやばすてい,,,368_02,
420,stops,stop_name,,ja-Hrkt,もとやしきだいばすてい,,,369_01,
421,stops,stop_name,,ja-Hrkt,もとやしきだいばすてい,,,369_02,
422,stops,stop_name,,ja-Hrkt,もとかみやさわぎばすてい,,,370_01,
423,stops,stop_name,,ja-Hrkt,もとかみやさわぎばすてい,,,370_02,
424,stops,stop_name,,ja-Hrkt,もとまえだばすかいてんじょ,,,371_01,
425,stops,stop_name,,ja-Hrkt,もとまえだばすかいてんじょ,,,371_02,
426,stops,stop_name,,ja-Hrkt,もともときばすてい,,,372_01,
427,stops,stop_name,,ja-Hrkt,もともときばすてい,,,372_02,
428,stops,stop_name,,ja-Hrkt,だいさんはいすいちいりぐち,,,373_01,
429,stops,stop_name,,ja-Hrkt,わいじろ・おざわしたくまえ,,,374_01,
430,stops,stop_name,,ja-Hrkt,たきのうえかいかんまえ,,,375_01,
431,stops,stop_name,,ja-Hrkt,たきのうえかいかんまえ,,,375_02,
432,stops,stop_name,,ja-Hrkt,たきのさわ,,,376_01,
433,stops,stop_name,,ja-Hrkt,たきのさわ,,,376_02,
434,stops,stop_name,,ja-Hrkt,つかすざわいりぐち,,,377_01,
435,stops,stop_name,,ja-Hrkt,つかすざわいりぐち,,,377_02,
436,stops,stop_name,,ja-Hrkt,ささやま（じゅうじろこうさてん）,,,378_01,
437,stops,stop_name,,ja-Hrkt,ささやま（じゅうじろこうさてん）,,,378_02,
438,stops,stop_name,,ja-Hrkt,もとひるかわばすてい,,,379_01,
439,stops,stop_name,,ja-Hrkt,もとひるかわばすてい,,,379_02,
440,stops,stop_name,,ja-Hrkt,すごうたばすてい,,,380_01,
441,stops,stop_name,,ja-Hrkt,すごうたばすてい,,,380_02,
442,stops,stop_name,,ja-Hrkt,しもだそうごうあんないじょ,,,382_01,
443,stops,stop_name,,ja-Hrkt,しもだばすてい,,,383_01,
444,stops,stop_name,,ja-Hrkt,しもだばすてい,,,383_02,
445,stops,stop_name,,ja-Hrkt,いたいだきぐおきばまえ,,,384_01,
446,stops,stop_name,,ja-Hrkt,いたいだきぐおきばまえ,,,384_02,
447,stops,stop_name,,ja-Hrkt,ひらの　あいかわしたくまえ,,,385_01,
448,stops,stop_name,,ja-Hrkt,ひらの　あいかわしたくまえ,,,385_02,
449,stops,stop_name,,ja-Hrkt,ごあんひるだてそうこまえ,,,386_01,
450,stops,stop_name,,ja-Hrkt,ごあんひるだてそうこまえ,,,386_02,
451,stops,stop_name,,ja-Hrkt,まつだじゅうじろこうさてん,,,387_01,
452,stops,stop_name,,ja-Hrkt,まつだじゅうじろこうさてん,,,387_02,
453,stops,stop_name,,ja-Hrkt,まえむら　たかやすしょうてんまえ,,,388_01,
454,stops,stop_name,,ja-Hrkt,まえむら　たかやすしょうてんまえ,,,388_02,
455,stops,stop_name,,ja-Hrkt,じぇいえーがそりんすたんどよこ,,,389_01,
456,stops,stop_name,,ja-Hrkt,じぇいえーがそりんすたんどよこ,,,389_02,
457,stops,stop_name,,ja-Hrkt,うえむらていじろこうさてん,,,390_01,
458,stops,stop_name,,ja-Hrkt,うえむらていじろこうさてん,,,390_02,
459,stops,stop_name,,ja-Hrkt,すなまうちていじろこうさてん,,,391_01,
460,stops,stop_name,,ja-Hrkt,すなまうちていじろこうさてん,,,391_02,
461,stops,stop_name,,ja-Hrkt,かんなりばすてい,,,392_01,
462,stops,stop_name,,ja-Hrkt,かんなりばすてい,,,392_02,
463,stops,stop_name,,ja-Hrkt,かんなりじどうかん,,,393_01,
464,stops,stop_name,,ja-Hrkt,ふたつもりばすてい,,,394_01,
465,stops,stop_name,,ja-Hrkt,ふたつもりばすてい,,,394_02,
466,stops,stop_name,,ja-Hrkt,だいごくりようまえ,,,395_01,
467,stops,stop_name,,ja-Hrkt,だいごくりようまえ,,,395_02,
468,stops,stop_name,,ja-Hrkt,とおかまちしゅうらくせんたーまえ,,,396_01,
469,stops,stop_name,,ja-Hrkt,とおかまちしゅうらくせんたーまえ,,,396_02,
470,stops,stop_name,,ja-Hrkt,つるぎはな　しばたしたくまえ,,,397_01,
471,stops,stop_name,,ja-Hrkt,つるぎはな　しばたしたくまえ,,,397_02,
472,stops,stop_name,,en,Yokote Bus Terminal,,,101_01,
473,stops,stop_name,,en,Hosoya Naikaiin-mae,,,102_01,
474,stops,stop_name,,en,Hosoya Naikaiin-mae,,,102_02,
475,stops,stop_name,,en,Kenritsu Eiseikangogakuin Iriguchi,,,103_01,
476,stops,stop_name,,en,Kenritsu Eiseikangogakuin Iriguchi,,,103_02,
477,stops,stop_name,,en,Kyoiku Kaikan-mae,,,104_01,
478,stops,stop_name,,en,Kyoiku Kaikan-mae,,,104_02,
479,stops,stop_name,,en,Shinmeicho,,,105_01,
480,stops,stop_name,,en,Shinmeicho,,,105_02,
481,stops,stop_name,,en,Yoneya-minamiten-mae,,,106_01,
482,stops,stop_name,,en,Sannaimichikado,,,107_01,
483,stops,stop_name,,en,Sannaimichikado,,,107_02,
484,stops,stop_name,,en,Kajimachi,,,108_01,
485,stops,stop_name,,en,Kajimachi,,,108_02,
486,stops,stop_name,,en,Yamada Gankaiin-mae,,,109_01,
487,stops,stop_name,,en,Yamada Gankaiin-mae,,,109_02,
488,stops,stop_name,,en,Hokuto Ginko Yokote-shiten-mae,,,110_01,
489,stops,stop_name,,en,Hokuto Ginko Yokote-shiten-mae,,,110_02,
490,stops,stop_name,,en,Minami Shogakko-mae,,,111_01,
491,stops,stop_name,,en,Minami Shogakko-mae,,,111_02,
492,stops,stop_name,,en,Yokote Byoin-mae (Yokote Hospital-mae),,,112_01,
493,stops,stop_name,,en,Yokote Yubinkyoku Iriguchi,,,113_01,
494,stops,stop_name,,en,Yokote Yubinkyoku Iriguchi,,,113_02,
495,stops,stop_name,,en,Janosakibashi (Janosaki Bridge),,,114_01,
496,stops,stop_name,,en,Janosakibashi (Janosaki Bridge),,,114_02,
497,stops,stop_name,,en,Motomachi,,,115_01,
498,stops,stop_name,,en,Motomachi,,,115_02,
499,stops,stop_name,,en,Saiwaicho,,,116_01,
500,stops,stop_name,,en,Saiwaicho,,,116_02,
501,stops,stop_name,,en,Asakura Shogakko-mae,,,117_01,
502,stops,stop_name,,en,Asakura Shogakko-mae,,,117_02,
503,stops,stop_name,,en,Sekine,,,118_01,
504,stops,stop_name,,en,Sekine,,,118_02,
505,stops,stop_name,,en,Hirajomachi,,,119_01,
506,stops,stop_name,,en,Hirajomachi,,,119_02,
507,stops,stop_name,,en,Fukushimanaika Hariuhifukaiin-mae,,,120_01,
508,stops,stop_name,,en,Fukushimanaika Hariuhifukaiin-mae,,,120_02,
509,stops,stop_name,,en,Komyoji Gaiku Koen-mae,,,121_01,
510,stops,stop_name,,en,Komyoji Gaiku Koen-mae,,,121_02,
511,stops,stop_name,,en,Ichinokuchi,,,122_01,
512,stops,stop_name,,en,Ichinokuchi,,,122_02,
513,stops,stop_name,,en,HAPPY TOWN,,,123_01,
514,stops,stop_name,,en,Sannokuchi,,,124_01,
515,stops,stop_name,,en,Ozekigoshi,,,125_01,
516,stops,stop_name,,en,Fushiyama,,,126_01,
517,stops,stop_name,,en,Rokunokuchi,,,127_01,
518,stops,stop_name,,en,HAPPY MALL,,,128_01,
519,stops,stop_name,,en,Bazaru-mae (BAZAAR-mae),,,129_01,
520,stops,stop_name,,en,Hiraka Sogo Byoin-mae (Hiraka General Hospital-mae),,,130_01,
521,stops,stop_name,,en,Taiikukan-mae (Gymnasium-mae),,,131_01,
522,stops,stop_name,,en,Taiikukan-mae (Gymnasium-mae),,,131_02,
523,stops,stop_name,,en,Yokote Shiyakusho Joriminamichosha-mae,,,132_01,
524,stops,stop_name,,en,Yokote Shiyakusho Joriminamichosha-mae,,,132_02,
525,stops,stop_name,,en,Hokuto Ginko Yokote-nishi-shiten-mae,,,133_01,
526,stops,stop_name,,en,Hokuto Ginko Yokote-nishi-shiten-mae,,,133_02,
527,stops,stop_name,,en,Shimosanmaibashi,,,134_01,
528,stops,stop_name,,en,Shimosanmaibashi,,,134_02,
529,stops,stop_name,,en,GRANMART Yokoteten-mae,,,135_01,
530,stops,stop_name,,en,GRANMART Yokoteten-mae,,,135_02,
531,stops,stop_name,,en,Minamimaki,,,136_01,
532,stops,stop_name,,en,Minamimaki,,,136_02,
533,stops,stop_name,,en,Akasaka Kani Yubinkyoku-mae,,,137_01,
534,stops,stop_name,,en,Akasaka Kani Yubinkyoku-mae,,,137_02,
535,stops,stop_name,,en,Yokote Minami Chugakko-mae,,,138_01,
536,stops,stop_name,,en,Yokote Minami Chugakko-mae,,,138_02,
537,stops,stop_name,,en,Kezudenki-mae,,,139_01,
538,stops,stop_name,,en,Kezudenki-mae,,,139_02,
539,stops,stop_name,,en,Fukeotsutsumi,,,140_01,
540,stops,stop_name,,en,Teretorakku-WINS Yokote-mae,,,141_01,
541,stops,stop_name,,en,AEON SUPERCENTER-nishiguchi,,,142_01,
542,stops,stop_name,,en,Yamada Denki-mae,,,143_01,
543,stops,stop_name,,en,Hayashizaki,,,151_01,
544,stops,stop_name,,en,Hayashizaki,,,151_02,
545,stops,stop_name,,en,Shinbeigawa,,,152_01,
546,stops,stop_name,,en,Shinbeigawa,,,152_02,
547,stops,stop_name,,en,Gomikawa,,,153_01,
548,stops,stop_name,,en,Gomikawa,,,153_02,
549,stops,stop_name,,en,Takakuchi,,,154_01,
550,stops,stop_name,,en,Takakuchi,,,154_02,
551,stops,stop_name,,en,Shimotakakuchi,,,155_01,
552,stops,stop_name,,en,Takano,,,156_01,
553,stops,stop_name,,en,Takano,,,156_02,
554,stops,stop_name,,en,Hiruno,,,157_01,
555,stops,stop_name,,en,Hiruno,,,157_02,
556,stops,stop_name,,en,Nakajima,,,158_01,
557,stops,stop_name,,en,Nakajima,,,158_02,
558,stops,stop_name,,en,Sunagoda,,,159_01,
559,stops,stop_name,,en,Sunagoda,,,159_02,
560,stops,stop_name,,en,Azukida,,,160_01,
561,stops,stop_name,,en,Azukida,,,160_02,
562,stops,stop_name,,en,Okuramae,,,161_01,
563,stops,stop_name,,en,Okuramae,,,161_02,
564,stops,stop_name,,en,Teramura,,,162_01,
565,stops,stop_name,,en,Teramura,,,162_02,
566,stops,stop_name,,en,Aratokoro,,,163_01,
567,stops,stop_name,,en,Aratokoro,,,163_02,
568,stops,stop_name,,en,Haba,,,164_01,
569,stops,stop_name,,en,Haba,,,164_02,
570,stops,stop_name,,en,Asaichi-mae,,,165_01,
571,stops,stop_name,,en,Asaichi-mae,,,165_02,
572,stops,stop_name,,en,Hiraka-chosha,,,166_01,
573,stops,stop_name,,en,Yutori-kan,,,167_01,
574,stops,stop_name,,en,Yutori-kan,,,167_02,
575,stops,stop_name,,en,Jugono,,,168_01,
576,stops,stop_name,,en,Jugono,,,168_02,
577,stops,stop_name,,en,Hiraka-so,,,169_01,
578,stops,stop_name,,en,Hiraka-so,,,169_02,
579,stops,stop_name,,en,Shitadaigo,,,170_01,
580,stops,stop_name,,en,Shitadaigo,,,170_02,
581,stops,stop_name,,en,Okita,,,171_01,
582,stops,stop_name,,en,Hinokuchi,,,172_01,
583,stops,stop_name,,en,Daigo Kominkan,,,173_01,
584,stops,stop_name,,en,Ishinari,,,174_01,
585,stops,stop_name,,en,Ishinari,,,174_02,
586,stops,stop_name,,en,Shimokagoda,,,175_01,
587,stops,stop_name,,en,Shimokagoda,,,175_02,
588,stops,stop_name,,en,Nonaka,,,176_01,
589,stops,stop_name,,en,Sekiai,,,177_01,
590,stops,stop_name,,en,Sekiai,,,177_02,
591,stops,stop_name,,en,Kamanokawa,,,178_01,
592,stops,stop_name,,en,Kamanokawa,,,178_02,
593,stops,stop_name,,en,Yuppuru,,,179_01,
594,stops,stop_name,,en,Kuwanoki,,,180_01,
595,stops,stop_name,,en,Shimoyoshida,,,181_01,
596,stops,stop_name,,en,Shimoyoshida,,,181_02,
597,stops,stop_name,,en,Ganizawa,,,182_01,
598,stops,stop_name,,en,Ganizawa,,,182_02,
599,stops,stop_name,,en,Yoshida-chiku Shogai-gakushu-Center,,,183_01,
600,stops,stop_name,,en,Yoshida-chiku Shogai-gakushu-Center,,,183_02,
601,stops,stop_name,,en,Yotsuya,,,184_01,
602,stops,stop_name,,en,Yotsuya,,,184_02,
603,stops,stop_name,,en,Akebono,,,185_01,
604,stops,stop_name,,en,Akebono,,,185_02,
605,stops,stop_name,,en,Honnokida,,,186_01,
606,stops,stop_name,,en,Honnokida,,,186_02,
607,stops,stop_name,,en,Gojuden,,,187_01,
608,stops,stop_name,,en,Gojuden,,,187_02,
609,stops,stop_name,,en,Tanoue,,,188_01,
610,stops,stop_name,,en,Tanoue,,,188_02,
611,stops,stop_name,,en,Nomura,,,189_01,
612,stops,stop_name,,en,Nomura,,,189_02,
613,stops,stop_name,,en,Shimofujine,,,190_01,
614,stops,stop_name,,en,Kamifujine,,,191_01,
615,stops,stop_name,,en,Kamifujine,,,191_02,
616,stops,stop_name,,en,Michikawa,,,192_01,
617,stops,stop_name,,en,Michikawa,,,192_02,
618,stops,stop_name,,en,Mishima,,,193_01,
619,stops,stop_name,,en,Mishima,,,193_02,
620,stops,stop_name,,en,Magurashimo,,,194_01,
621,stops,stop_name,,en,Magurashimo,,,194_02,
622,stops,stop_name,,en,Magurakami,,,195_01,
623,stops,stop_name,,en,Magurakami,,,195_02,
624,stops,stop_name,,en,Takahashi Seikeigeka-mae,,,201_01,
625,stops,stop_name,,en,Hokuto Ginko Jumonji-shiten-mae,,,202_01,
626,stops,stop_name,,en,Hokuto Ginko Jumonji-shiten-mae,,,202_02,
627,stops,stop_name,,en,Inoue Yakkyoku-mae,,,203_01,
628,stops,stop_name,,en,Inoue Yakkyoku-mae,,,203_02,
629,stops,stop_name,,en,SUPER MALL LUCKY-mae,,,204_01,
630,stops,stop_name,,en,SUPER MALL LUCKY-mae,,,204_02,
631,stops,stop_name,,en,Masuda Chiikikyoku-mae,,,205_01,
632,stops,stop_name,,en,Masuda Chiikikyoku-mae,,,205_02,
633,stops,stop_name,,en,Shimoda Naika-shokakika-iin-mae,,,206_01,
634,stops,stop_name,,en,Shimoda Naika-shokakika-iin-mae,,,206_02,
635,stops,stop_name,,en,Toundo Takahashi-iin-mae,,,207_01,
636,stops,stop_name,,en,Toundo Takahashi-iin-mae,,,207_02,
637,stops,stop_name,,en,Masuda-motomachi,,,208_01,
638,stops,stop_name,,en,Masuda-motomachi,,,208_02,
639,stops,stop_name,,en,Akasawa Shika-iin-mae,,,209_01,
640,stops,stop_name,,en,Masuda Kuranoeki-mae,,,210_01,
641,stops,stop_name,,en,Masuda Kuranoeki-mae,,,210_02,
642,stops,stop_name,,en,Marushime Nanokamachiten-mae,,,211_01,
643,stops,stop_name,,en,Marushime Nanokamachiten-mae,,,211_02,
644,stops,stop_name,,en,Masuda Hotaru-mae,,,212_01,
645,stops,stop_name,,en,Masuda Hotaru-mae,,,212_02,
646,stops,stop_name,,en,JA Akita-furusato Masuda-shiten-mae,,,213_01,
647,stops,stop_name,,en,Masuda Chugakko-mae,,,214_01,
648,stops,stop_name,,en,Masuda Chugakko-mae,,,214_02,
649,stops,stop_name,,en,Ringonosato Fukujuen-mae,,,215_01,
650,stops,stop_name,,en,Ringonosato Fukujuen-mae,,,215_02,
651,stops,stop_name,,en,Kamiyoshino,,,216_01,
652,stops,stop_name,,en,Kamiyoshino,,,216_02,
653,stops,stop_name,,en,Sugo,,,217_01,
654,stops,stop_name,,en,Nabegasawa,,,218_01,
655,stops,stop_name,,en,Kawaguchi,,,219_01,
656,stops,stop_name,,en,Koguriyama,,,220_01,
657,stops,stop_name,,en,Kyu-Shuraku-Center-mae,,,221_01,
658,stops,stop_name,,en,Shimonakamura,,,222_01,
659,stops,stop_name,,en,Kaminakamura,,,223_01,
660,stops,stop_name,,en,Hiishida,,,224_01,
661,stops,stop_name,,en,Kamihiishida,,,225_01,
662,stops,stop_name,,en,Hirono,,,226_01,
663,stops,stop_name,,en,Kamihata,,,227_01,
664,stops,stop_name,,en,Uenoyama,,,228_01,
665,stops,stop_name,,en,Yuraku,,,229_01,
666,stops,stop_name,,en,Takinoshita,,,230_01,
667,stops,stop_name,,en,Fukuchi Community Center-mae,,,231_01,
668,stops,stop_name,,en,JA Akita-furusato Kyu-Fukuchi-shisho-mae,,,232_01,
669,stops,stop_name,,en,JA Akita-furusato Kyu-Fukuchi-shisho-mae,,,232_02,
670,stops,stop_name,,en,Tsukuritate Jinja-mae,,,233_01,
671,stops,stop_name,,en,TRUST-mae,,,233_02,
672,stops,stop_name,,en,TRUST-mae,,,234_01,
673,stops,stop_name,,en,Kobezuka,,,235_01,
674,stops,stop_name,,en,Kobezuka,,,235_02,
675,stops,stop_name,,en,Takabana,,,236_01,
676,stops,stop_name,,en,Takabana,,,236_02,
677,stops,stop_name,,en,Shindokado,,,237_01,
678,stops,stop_name,,en,Shindokado,,,237_02,
679,stops,stop_name,,en,Imashuku,,,238_01,
680,stops,stop_name,,en,Imashuku,,,238_02,
681,stops,stop_name,,en,Yokomichikado,,,239_01,
682,stops,stop_name,,en,Yokomichikado,,,239_02,
683,stops,stop_name,,en,Aramachi,,,240_01,
684,stops,stop_name,,en,Aramachi,,,240_02,
685,stops,stop_name,,en,Takabatake,,,241_01,
686,stops,stop_name,,en,Takabatake,,,241_02,
687,stops,stop_name,,en,Hakke,,,242_01,
688,stops,stop_name,,en,Hakke,,,242_02,
689,stops,stop_name,,en,Funanuma,,,243_01,
690,stops,stop_name,,en,Funanuma,,,243_02,
691,stops,stop_name,,en,Kamiusui,,,244_01,
692,stops,stop_name,,en,Kamiusui,,,244_02,
693,stops,stop_name,,en,Usuihigashi,,,245_01,
694,stops,stop_name,,en,Usuihigashi,,,245_02,
695,stops,stop_name,,en,Shinjo,,,246_01,
696,stops,stop_name,,en,Shinjo,,,246_02,
697,stops,stop_name,,en,Tamachi,,,247_01,
698,stops,stop_name,,en,Tamachi,,,247_02,
699,stops,stop_name,,en,Hirayanagi,,,248_01,
700,stops,stop_name,,en,Hirayanagi,,,248_02,
701,stops,stop_name,,en,Fujimaki,,,249_01,
702,stops,stop_name,,en,Fujimaki,,,249_02,
703,stops,stop_name,,en,Omori Chiikikyoku-mae,,,250_01,
704,stops,stop_name,,en,Omori Koen-mae,,,251_01,
705,stops,stop_name,,en,Omori Koen-mae,,,251_02,
706,stops,stop_name,,en,Omori Yubinkyoku-mae,,,252_01,
707,stops,stop_name,,en,Omori Yubinkyoku-mae,,,252_02,
708,stops,stop_name,,en,Nanbu Silver Area-mae,,,253_01,
709,stops,stop_name,,en,Nanbu Silver Area-mae,,,253_02,
710,stops,stop_name,,en,Omori Byoin-mae (Omori Hospital-mae),,,254_01,
711,stops,stop_name,,en,Ugo-kotsu Jumonji-annaijo-mae,,,261_01,
712,stops,stop_name,,en,Jumonjiekimae,,,262_01,
713,stops,stop_name,,en,Jumonji-yotsukado,,,263_01,
714,stops,stop_name,,en,Jumonji-yotsukado,,,263_02,
715,stops,stop_name,,en,Hachibecho,,,264_01,
716,stops,stop_name,,en,Hachibecho,,,264_02,
717,stops,stop_name,,en,Shimohachibecho,,,265_01,
718,stops,stop_name,,en,Shimohachibecho,,,265_02,
719,stops,stop_name,,en,Mie,,,266_01,
720,stops,stop_name,,en,Mie,,,266_02,
721,stops,stop_name,,en,Aratokoro,,,267_01,
722,stops,stop_name,,en,Aratokoro,,,267_02,
723,stops,stop_name,,en,Aratame,,,268_01,
724,stops,stop_name,,en,Aratame,,,268_02,
725,stops,stop_name,,en,Shimoaratame,,,269_01,
726,stops,stop_name,,en,Shimoaratame,,,269_02,
727,stops,stop_name,,en,Sumiyoshi,,,270_01,
728,stops,stop_name,,en,Sumiyoshi,,,270_02,
729,stops,stop_name,,en,Etsuzen,,,271_01,
730,stops,stop_name,,en,Etsuzen,,,271_02,
731,stops,stop_name,,en,Etsuzenshita,,,272_01,
732,stops,stop_name,,en,Etsuzenshita,,,272_02,
733,stops,stop_name,,en,Ueda,,,273_01,
734,stops,stop_name,,en,Ueda,,,273_02,
735,stops,stop_name,,en,Kyu-ueda-shisho-mae,,,274_01,
736,stops,stop_name,,en,Kyu-ueda-shisho-mae,,,274_02,
737,stops,stop_name,,en,Haba,,,275_01,
738,stops,stop_name,,en,Haba,,,275_02,
739,stops,stop_name,,en,Nishi-chugakko-mae,,,276_01,
740,stops,stop_name,,en,Nishi-chugakko-mae,,,276_02,
741,stops,stop_name,,en,Shuku,,,277_01,
742,stops,stop_name,,en,Shuku,,,277_02,
743,stops,stop_name,,en,Tatemae,,,278_01,
744,stops,stop_name,,en,Tatemae,,,278_02,
745,stops,stop_name,,en,Kawamae,,,279_01,
746,stops,stop_name,,en,Kawamae,,,279_02,
747,stops,stop_name,,en,Mutsuai,,,280_01,
748,stops,stop_name,,en,Mutsuai,,,280_02,
749,stops,stop_name,,en,Mutsuai-hoikusho-mae,,,281_01,
750,stops,stop_name,,en,Mutsuai-hoikusho-mae,,,281_02,
751,stops,stop_name,,en,Kyu-Sosakukan-mae,,,282_01,
752,stops,stop_name,,en,Kyu-Sosakukan-mae,,,282_02,
753,stops,stop_name,,en,Nakamura-kaikan-mae,,,283_01,
754,stops,stop_name,,en,Nakamura-kaikan-mae,,,283_02,
755,stops,stop_name,,en,Nakamura-jinja-mae,,,284_01,
756,stops,stop_name,,en,Nakamura-jinja-mae,,,284_02,
757,stops,stop_name,,en,Kenko-hiroba-mae,,,285_01,
758,stops,stop_name,,en,Kenko-hiroba-mae,,,285_02,
759,stops,stop_name,,en,Betumyo,,,286_01,
760,stops,stop_name,,en,Betumyo,,,286_02,
761,stops,stop_name,,en,Makkaku,,,287_01,
762,stops,stop_name,,en,Makkaku,,,287_02,
763,stops,stop_name,,en,Shimobori,,,288_01,
764,stops,stop_name,,en,Shimobori,,,288_02,
765,stops,stop_name,,en,Shimoimaizumi,,,289_01,
766,stops,stop_name,,en,Shimoimaizumi,,,289_02,
767,stops,stop_name,,en,Kaminishino,,,290_01,
768,stops,stop_name,,en,Kaminishino,,,290_02,
769,stops,stop_name,,en,Inari-jinja-mae,,,291_01,
770,stops,stop_name,,en,Inari-jinja-mae,,,291_02,
771,stops,stop_name,,en,Shimizuyanagi,,,292_01,
772,stops,stop_name,,en,Shimizuyanagi,,,292_02,
773,stops,stop_name,,en,Atagojinja-mae,,,293_01,
774,stops,stop_name,,en,Atagojinja-mae,,,293_02,
775,stops,stop_name,,en,Shitanishino,,,294_01,
776,stops,stop_name,,en,Shitanishino,,,294_02,
777,stops,stop_name,,en,Kamidoji,,,295_01,
778,stops,stop_name,,en,Kamidoji,,,295_02,
779,stops,stop_name,,en,Shimodoji,,,296_01,
780,stops,stop_name,,en,Shimodoji,,,296_02,
781,stops,stop_name,,en,Fukuchi Kani-Yubinkyoku-mae,,,297_01,
782,stops,stop_name,,en,Fukuchi Kani-Yubinkyoku-mae,,,297_02,
783,stops,stop_name,,en,Numadate,,,299_01,
784,stops,stop_name,,en,Shima,,,301_01,
785,stops,stop_name,,en,Shima,,,301_02,
786,stops,stop_name,,en,Kamihaba,,,302_01,
787,stops,stop_name,,en,Kamihaba,,,302_02,
788,stops,stop_name,,en,Ueda-shogakko Iriguchi,,,304_01,
789,stops,stop_name,,en,Ueda-shogakko Iriguchi,,,304_02,
790,stops,stop_name,,en,Numajiri,,,305_01,
791,stops,stop_name,,en,Numajiri,,,305_02,
792,stops,stop_name,,en,Sawada,,,306_01,
793,stops,stop_name,,en,Sawada,,,306_02,
794,stops,stop_name,,en,Kijita,,,307_01,
795,stops,stop_name,,en,Kijita,,,307_02,
796,stops,stop_name,,en,Numada,,,308_01,
797,stops,stop_name,,en,Numada,,,308_02,
798,stops,stop_name,,en,Kamikuwanoki,,,309_01,
799,stops,stop_name,,en,Kamikuwanoki,,,309_02,
800,stops,stop_name,,en,Shimokuwanoki,,,310_01,
801,stops,stop_name,,en,Shimokuwanoki,,,310_02,
802,stops,stop_name,,en,Tsukuriyama,,,311_01,
803,stops,stop_name,,en,Tsukuriyama,,,311_02,
804,stops,stop_name,,en,Ugokotsu Yuzawa-eigyosho-mae,,,316_01,
805,stops,stop_name,,en,Bifure-mae,,,317_01,
806,stops,stop_name,,en,Yuzawa Ekimae-kado,,,318_02,
807,stops,stop_name,,en,Yuzawa Ekimae,,,319_01,
808,stops,stop_name,,en,SUNROAD,,,320_01,
809,stops,stop_name,,en,SUNROAD,,,320_02,
810,stops,stop_name,,en,Shokokaigisho-mae,,,321_01,
811,stops,stop_name,,en,Shokokaigisho-mae,,,321_02,
812,stops,stop_name,,en,Hirashimizu,,,322_01,
813,stops,stop_name,,en,Omotemachi,,,323_01,
814,stops,stop_name,,en,Maemori,,,324_02,
815,stops,stop_name,,en,Maemori-koen-mae,,,325_01,
816,stops,stop_name,,en,Maemori-koen-mae,,,325_02,
817,stops,stop_name,,en,Oshima,,,326_01,
818,stops,stop_name,,en,Oshima,,,326_02,
819,stops,stop_name,,en,Mori,,,327_01,
820,stops,stop_name,,en,Mori,,,327_02,
821,stops,stop_name,,en,Benten-kominkan-mae,,,328_01,
822,stops,stop_name,,en,Benten-kominkan-mae,,,328_02,
823,stops,stop_name,,en,Habaue,,,329_01,
824,stops,stop_name,,en,Habaue,,,329_02,
825,stops,stop_name,,en,Kakuma,,,330_01,
826,stops,stop_name,,en,Kakuma,,,330_02,
