,table_name,field_name,field_value,language,translation,trans_id,lang,record_id,record_sub_id
0,stops,stop_name,日赤病院前,ja-Hrkt,にっせきびょういんまえ,,,,
1,stops,stop_name,日赤病院前,en,Nisseki Byoin-mae (Red Cross Hospital),,,,
2,stops,stop_name,中央シルバーエリア,ja-Hrkt,ちゅうおうしるばーえりあ,,,,
3,stops,stop_name,中央シルバーエリア,en,Chuo Silver Area,,,,
4,stops,stop_name,イオンモール秋田,ja-Hrkt,いおんもーるあきた,,,,
5,stops,stop_name,イオンモール秋田,en,Aeon Mall Akita,,,,
6,stops,stop_name,御所野小学校前,ja-Hrkt,ごしょのしょうがっこうまえ,,,,
7,stops,stop_name,御所野小学校前,en,Goshono Shogakko-mae (Goshono Elementary School),,,,
8,stops,stop_name,御所野,ja-Hrkt,ごしょの,,,,
9,stops,stop_name,御所野,en,Goshono,,,,
10,stops,stop_name,変電所前（河辺）,ja-Hrkt,へんでんしょまえ,,,,
11,stops,stop_name,変電所前（河辺）,en,Hedensho-mae (Kawabe),,,,
12,stops,stop_name,豊成,ja-Hrkt,とよなり,,,,
13,stops,stop_name,豊成,en,Toyonari,,,,
14,stops,stop_name,畑谷入口,ja-Hrkt,はたやいりぐち,,,,
15,stops,stop_name,畑谷入口,en,Hataya-iriguchi,,,,
16,stops,stop_name,戸島下丁,ja-Hrkt,としましもちょう,,,,
17,stops,stop_name,戸島下丁,en,Toshima-shimocho,,,,
18,stops,stop_name,戸島中丁,ja-Hrkt,としまなかちょう,,,,
19,stops,stop_name,戸島中丁,en,Toshima-nakacho,,,,
20,stops,stop_name,戸島小学校前,ja-Hrkt,としましょうがっこうまえ,,,,
21,stops,stop_name,戸島小学校前,en,Toshima Shogakko-mae (Toshima Elementary School),,,,
22,stops,stop_name,戸島上丁,ja-Hrkt,としまかみちょう,,,,
23,stops,stop_name,戸島上丁,en,Toshima-kamicho,,,,
24,stops,stop_name,川原田下丁,ja-Hrkt,かわらだしもちょう,,,,
25,stops,stop_name,川原田下丁,en,Kawarada-shimocho,,,,
26,stops,stop_name,川原田上丁,ja-Hrkt,かわらだかみちょう,,,,
27,stops,stop_name,川原田上丁,en,Kawarada-kamicho,,,,
28,stops,stop_name,市営住宅前,ja-Hrkt,しえいじゅうたくまえ,,,,
29,stops,stop_name,市営住宅前,en,Shiei Jutaku-mae,,,,
30,stops,stop_name,前田入口,ja-Hrkt,まえだいりぐち,,,,
31,stops,stop_name,前田入口,en,Maeda-iriguchi,,,,
32,stops,stop_name,河辺市民サービスセンター前,ja-Hrkt,かわべしみんさーびすせんたーまえ,,,,
33,stops,stop_name,河辺市民サービスセンター前,en,Kawabe Shimin Service Center-mae,,,,
34,stops,stop_name,和田駅入口,ja-Hrkt,わだえきいりぐち,,,,
35,stops,stop_name,和田駅入口,en,Wada Eki-iriguchi (Wada Sta.),,,,
36,stops,stop_name,和田駅前,ja-Hrkt,わだえきまえ,,,,
37,stops,stop_name,和田駅前,en,Wada Ekimae,,,,
38,stops,stop_name,和田下丁,ja-Hrkt,わだしもちょう,,,,
39,stops,stop_name,和田下丁,en,Wada-shimocho,,,,
40,stops,stop_name,柳原前,ja-Hrkt,やなぎわらまえ,,,,
41,stops,stop_name,柳原前,en,Yanagiwara-mae,,,,
42,stops,stop_name,和田上丁,ja-Hrkt,わだかみちょう,,,,
43,stops,stop_name,和田上丁,en,Wada-kamicho,,,,
44,stops,stop_name,ふれあい広場入口,ja-Hrkt,ふれあいひろばいりぐち,,,,
45,stops,stop_name,ふれあい広場入口,en,Fureai Hiroba-iriguchi,,,,
46,stops,stop_name,式田口入口,ja-Hrkt,しきだぐちいりぐち,,,,
47,stops,stop_name,式田口入口,en,Shikidaguchi-iriguchi,,,,
48,stops,stop_name,石川,ja-Hrkt,いしかわ,,,,
49,stops,stop_name,石川,en,Ishikawa (Kawabe),,,,
50,stops,stop_name,大部,ja-Hrkt,だいぶ,,,,
51,stops,stop_name,大部,en,Daibu,,,,
52,stops,stop_name,諸井下丁,ja-Hrkt,もろいしもちょう,,,,
53,stops,stop_name,諸井下丁,en,Moroi-shimocho,,,,
54,stops,stop_name,諸井上丁,ja-Hrkt,もろいかみちょう,,,,
55,stops,stop_name,諸井上丁,en,Moroi-kamicho,,,,
56,stops,stop_name,高岡（河辺）,ja-Hrkt,たかおか,,,,
57,stops,stop_name,高岡（河辺）,en,Takaoka (Kawabe),,,,
58,stops,stop_name,赤平,ja-Hrkt,あかひら,,,,
59,stops,stop_name,赤平,en,Akahira,,,,
60,stops,stop_name,旧赤平小学校前,ja-Hrkt,きゅうあかひらしょうがっこうまえ,,,,
61,stops,stop_name,旧赤平小学校前,en,Kyu Akahira Shogakko-mae (Former Akahira Elementary School),,,,
62,stops,stop_name,境田,ja-Hrkt,さかいだ,,,,
63,stops,stop_name,境田,en,Sakaida,,,,
64,stops,stop_name,曽場,ja-Hrkt,そうば,,,,
65,stops,stop_name,曽場,en,Souba,,,,
66,stops,stop_name,曽場上丁,ja-Hrkt,そうばかみちょう,,,,
67,stops,stop_name,曽場上丁,en,Souba-kamicho,,,,
68,stops,stop_name,五郎谷地入口,ja-Hrkt,ごろうやちいりぐち,,,,
69,stops,stop_name,五郎谷地入口,en,Goro-yachi-iriguchi,,,,
70,stops,stop_name,田尻,ja-Hrkt,たじり,,,,
71,stops,stop_name,田尻,en,Tajiri,,,,
72,stops,stop_name,田尻上丁,ja-Hrkt,たじりかみちょう,,,,
73,stops,stop_name,田尻上丁,en,Tajiri-kamicho,,,,
74,stops,stop_name,寺田,ja-Hrkt,てらだ,,,,
75,stops,stop_name,寺田,en,Terada,,,,
76,stops,stop_name,岩見三内,ja-Hrkt,いわみさんない,,,,
77,stops,stop_name,岩見三内,en,Iwami Sannai,,,,
78,stops,stop_name,岩見温泉,ja-Hrkt,いわみおんせん,,,,
79,stops,stop_name,岩見温泉,en,Iwami Onsen,,,,
80,stops,stop_name,御所野元町七丁目,ja-Hrkt,ごしょのもとまちななちょうめ,,,,
81,stops,stop_name,御所野元町七丁目,en,Goshono-motomachi-nanachome (Goshono-motomachi 7),,,,
82,stops,stop_name,末戸柳田,ja-Hrkt,すえどやなぎだ,,,,
83,stops,stop_name,末戸柳田,en,Suedo Yanagida,,,,
84,stops,stop_name,末戸口,ja-Hrkt,すえどぐち,,,,
85,stops,stop_name,末戸口,en,Suedoguchi,,,,
86,stops,stop_name,四ツ小屋駅,ja-Hrkt,よつごやえき,,,,
87,stops,stop_name,四ツ小屋駅,en,Yotsugoya Eki (Yotsugoya Sta.),,,,
88,stops,stop_name,本田,ja-Hrkt,ほんでん,,,,
89,stops,stop_name,本田,en,Honden,,,,
90,stops,stop_name,本田太田,ja-Hrkt,ほんでんおおた,,,,
91,stops,stop_name,本田太田,en,Honden Ota,,,,
92,stops,stop_name,山崎,ja-Hrkt,やまざき,,,,
93,stops,stop_name,山崎,en,Yamazaki,,,,
94,stops,stop_name,椿台ゴルフ場入口,ja-Hrkt,つばきだいごるふじょういりぐち,,,,
95,stops,stop_name,椿台ゴルフ場入口,en,Tsubakidai Golf Course-iriguchi,,,,
96,stops,stop_name,寺沢,ja-Hrkt,てらさわ,,,,
97,stops,stop_name,寺沢,en,Terasawa,,,,
98,stops,stop_name,寺沢上,ja-Hrkt,てらさわうえ,,,,
99,stops,stop_name,寺沢上,en,Terasawa-ue,,,,
100,stops,stop_name,白鳥の丘入口,ja-Hrkt,はくちょうのおかいりぐち,,,,
101,stops,stop_name,白鳥の丘入口,en,Hakucho-no-oka-iriguchi,,,,
102,stops,stop_name,診療所前,ja-Hrkt,しんりょうじょまえ,,,,
103,stops,stop_name,診療所前,en,Shinryojo-mae,,,,
104,stops,stop_name,川添郵便局前,ja-Hrkt,かわぞえゆうびんきょくまえ,,,,
105,stops,stop_name,川添郵便局前,en,Kawazoe Yubinkyoku-mae (Kawazoe Post Office),,,,
106,stops,stop_name,旧川添小学校前,ja-Hrkt,きゅうかわぞえしょうがっこうまえ,,,,
107,stops,stop_name,旧川添小学校前,en,Kyu Kawazoe Shogakko-mae (Former Kawazoe Elementary School),,,,
108,stops,stop_name,変電所前（雄和）,ja-Hrkt,へんでんしょまえ（ゆうわ）,,,,
109,stops,stop_name,変電所前（雄和）,en,Hendensho-mae (Yuwa),,,,
110,stops,stop_name,椿川,ja-Hrkt,つばきがわ,,,,
111,stops,stop_name,椿川,en,Tsubakigawa,,,,
112,stops,stop_name,寺村口,ja-Hrkt,てらむらぐち,,,,
113,stops,stop_name,寺村口,en,Teramuraguchi,,,,
114,stops,stop_name,平沢下丁,ja-Hrkt,ひらさわしもちょう,,,,
115,stops,stop_name,平沢下丁,en,Hirasawa-shimocho,,,,
116,stops,stop_name,平沢,ja-Hrkt,ひらさわ,,,,
117,stops,stop_name,平沢,en,Hirasawa,,,,
118,stops,stop_name,石田,ja-Hrkt,いしだ,,,,
119,stops,stop_name,石田,en,Ishida,,,,
120,stops,stop_name,雄和市民サービスセンター前,ja-Hrkt,ゆうわしみんさーびすせんたーまえ,,,,
121,stops,stop_name,雄和市民サービスセンター前,en,Yuwa Shimin Service Center-mae,,,,
122,stops,stop_name,雄和市民サービスセンター,ja-Hrkt,ゆうわしみんさーびすせんたー,,,,
123,stops,stop_name,雄和市民サービスセンター,en,Yuwa Shimin Service Center,,,,
124,stops,stop_name,水沢入口,ja-Hrkt,みずさわいりぐち,,,,
125,stops,stop_name,水沢入口,en,Mizusawa-iriguchi,,,,
126,stops,stop_name,相川入口,ja-Hrkt,あいかわいりぐち,,,,
127,stops,stop_name,相川入口,en,Aikawa-iriguchi,,,,
128,stops,stop_name,相川下丁,ja-Hrkt,あいかわしもちょう,,,,
129,stops,stop_name,相川下丁,en,Aikawa-shimocho,,,,
130,stops,stop_name,相川中丁,ja-Hrkt,あいかわなかちょう,,,,
131,stops,stop_name,相川中丁,en,Aikawa-nakacho,,,,
132,stops,stop_name,相川上丁,ja-Hrkt,あいかわかみちょう,,,,
133,stops,stop_name,相川上丁,en,Aikawa-kamicho,,,,
134,stops,stop_name,相川坂の上,ja-Hrkt,あいかわさかのうえ,,,,
135,stops,stop_name,相川坂の上,en,Aikawa Sakanoue,,,,
136,stops,stop_name,相川上野,ja-Hrkt,あいかわうえの,,,,
137,stops,stop_name,相川上野,en,Aikawa Ueno,,,,
138,stops,stop_name,旧戸米川小学校前,ja-Hrkt,きゅうとめがわしょうがっこうまえ,,,,
139,stops,stop_name,旧戸米川小学校前,en,Kyu Tomegawa Shogakko-mae (Former Tomegawa Elementary School),,,,
140,stops,stop_name,戸賀沢,ja-Hrkt,とがさわ,,,,
141,stops,stop_name,戸賀沢,en,Togasawa,,,,
142,stops,stop_name,日蓮寺,ja-Hrkt,にちれんじ,,,,
143,stops,stop_name,日蓮寺,en,Nichirenji (Nichirenji Temple),,,,
144,stops,stop_name,猫沢,ja-Hrkt,ねこさわ,,,,
145,stops,stop_name,猫沢,en,Nekosawa,,,,
146,stops,stop_name,鷹ノ公園前,ja-Hrkt,たかのこうえんまえ,,,,
147,stops,stop_name,鷹ノ公園前,en,Taka-no Koen-mae,,,,
148,stops,stop_name,女米木中央,ja-Hrkt,めめぎちゅうおう,,,,
149,stops,stop_name,女米木中央,en,Memegi-chuo,,,,
150,stops,stop_name,川崎,ja-Hrkt,かわさき,,,,
151,stops,stop_name,川崎,en,Kawasaki,,,,
152,stops,stop_name,川崎渡船場前,ja-Hrkt,かわさきとせんじょうまえ,,,,
153,stops,stop_name,川崎渡船場前,en,Kawasaki Tosenjo-mae,,,,
154,stops,stop_name,高尾温泉前,ja-Hrkt,たかおおんせんまえ,,,,
155,stops,stop_name,高尾温泉前,en,Takao Onsen-mae,,,,
156,stops,stop_name,白川,ja-Hrkt,しらかわ,,,,
157,stops,stop_name,白川,en,Shirakawa,,,,
158,stops,stop_name,番屋,ja-Hrkt,ばんや,,,,
159,stops,stop_name,番屋,en,Ban-ya,,,,
160,stops,stop_name,繋,ja-Hrkt,つなぎ,,,,
161,stops,stop_name,繋,en,Tsunagi,,,,
162,stops,stop_name,梵天野,ja-Hrkt,ぼんてんの,,,,
163,stops,stop_name,梵天野,en,Bontenno,,,,
164,stops,stop_name,新浪温泉前,ja-Hrkt,あらなみおんせんまえ,,,,
165,stops,stop_name,新浪温泉前,en,Aranami Onsen-mae,,,,
166,stops,stop_name,新波新町,ja-Hrkt,あらわしんまち,,,,
167,stops,stop_name,新波新町,en,Arawa Shimmachi,,,,
168,stops,stop_name,Ａコープ大正寺前,ja-Hrkt,えーこーぷだいしょうじまえ,,,,
169,stops,stop_name,Ａコープ大正寺前,en,A Coop Daishoji-mae,,,,
170,stops,stop_name,雄和診療所前,ja-Hrkt,ゆうわしんりょうじょまえ,,,,
171,stops,stop_name,雄和診療所前,en,Yuwa Shinryojo-mae,,,,
172,stops,stop_name,新波中央,ja-Hrkt,あらわちゅうおう,,,,
173,stops,stop_name,新波中央,en,Arawa-chuo,,,,
174,stops,stop_name,新波,ja-Hrkt,あらわ,,,,
175,stops,stop_name,新波,en,Arawa,,,,
176,stops,stop_name,旧大正寺郵便局前,ja-Hrkt,きゅうだいしょうじゆうびんきょくまえ,,,,
177,stops,stop_name,旧大正寺郵便局前,en,Kyu Daishoji Yubinkyoku-mae (Former Daishoji Post Office),,,,
178,stops,stop_name,陣笠,ja-Hrkt,じんがさ,,,,
179,stops,stop_name,陣笠,en,Jingasa,,,,
180,stops,stop_name,助ノ沢,ja-Hrkt,すけのさわ,,,,
181,stops,stop_name,助ノ沢,en,Sukenosawa,,,,
182,stops,stop_name,下大橋,ja-Hrkt,しもおおはし,,,,
183,stops,stop_name,下大橋,en,Shimo-Ohashi,,,,
184,stops,stop_name,ふるさと温泉前,ja-Hrkt,ふるさとおんせんまえ,,,,
185,stops,stop_name,ふるさと温泉前,en,Furusato Onsen-mae,,,,
186,stops,stop_name,東又入口,ja-Hrkt,ひがしまたいりぐち,,,,
187,stops,stop_name,東又入口,en,Higashimata-iriguchi,,,,
188,stops,stop_name,西の又,ja-Hrkt,にしのまた,,,,
189,stops,stop_name,西の又,en,Nishinomata,,,,
190,stops,stop_name,四ツ小屋下丁,ja-Hrkt,よつごやしもちょう,,,,
191,stops,stop_name,四ツ小屋下丁,en,Yotsugoya-shimocho,,,,
192,stops,stop_name,四ツ小屋中丁,ja-Hrkt,よつごやなかちょう,,,,
193,stops,stop_name,四ツ小屋中丁,en,Yotsugoya-nakacho,,,,
194,stops,stop_name,上町生活センター前,ja-Hrkt,かみちょうせいかつせんたーまえ,,,,
195,stops,stop_name,上町生活センター前,en,Kamicho Seikatsu Center-mae,,,,
196,stops,stop_name,四ツ小屋上丁,ja-Hrkt,よつごやかみちょう,,,,
197,stops,stop_name,四ツ小屋上丁,en,Yotsugoya-kamicho,,,,
198,stops,stop_name,芝野下丁,ja-Hrkt,しばのしもちょう,,,,
199,stops,stop_name,芝野下丁,en,Shibano-shimocho,,,,
200,stops,stop_name,沖村,ja-Hrkt,おきむら,,,,
201,stops,stop_name,沖村,en,Okimura,,,,
202,stops,stop_name,沖村入口,ja-Hrkt,おきむらいりぐち,,,,
203,stops,stop_name,沖村入口,en,Okimura-iriguchi,,,,
204,stops,stop_name,芝野会館前,ja-Hrkt,しばのかいかんまえ,,,,
205,stops,stop_name,芝野会館前,en,Shibano Kaikan-mae,,,,
206,stops,stop_name,芝野上丁,ja-Hrkt,しばのかみちょう,,,,
207,stops,stop_name,芝野上丁,en,Shibano-kamicho,,,,
208,stops,stop_name,芝野新田,ja-Hrkt,しばのしんでん,,,,
209,stops,stop_name,芝野新田,en,Shibano Shinden,,,,
210,stops,stop_name,鹿野戸下村,ja-Hrkt,かのとしもむら,,,,
211,stops,stop_name,鹿野戸下村,en,Kanoto Shimomura,,,,
212,stops,stop_name,雄和郵便局前,ja-Hrkt,ゆうわゆうびんきょくまえ,,,,
213,stops,stop_name,雄和郵便局前,en,Yuwa Yubinkyoku-mae (Yuwa Post Office),,,,
214,stops,stop_name,妙法入口,ja-Hrkt,みょうほういりぐち,,,,
215,stops,stop_name,妙法入口,en,Myoho-iriguchi,,,,
216,stops,stop_name,糠塚華の里,ja-Hrkt,ぬかづかはなのさと,,,,
217,stops,stop_name,糠塚華の里,en,Nukazuka Hananosato,,,,
218,stops,stop_name,平尾鳥入口,ja-Hrkt,ひらおどりいりぐち,,,,
219,stops,stop_name,平尾鳥入口,en,Hiraodori-iriguchi,,,,
220,stops,stop_name,旧種平小学校前,ja-Hrkt,きゅうたねひらしょうがっこうまえ,,,,
221,stops,stop_name,旧種平小学校前,en,Kyu Tanehira Shogakko-mae (Former Tanehira Elementary School),,,,
222,stops,stop_name,中央保育所前,ja-Hrkt,ちゅうおうほいくしょまえ,,,,
223,stops,stop_name,中央保育所前,en,Chuo Hoikusho-mae (Chuo Nursery),,,,
224,stops,stop_name,駐在所前,ja-Hrkt,ちゅうざいしょまえ,,,,
225,stops,stop_name,駐在所前,en,Chuzaisho-mae (Police Station),,,,
226,stops,stop_name,野中（雄和）,ja-Hrkt,のなか,,,,
227,stops,stop_name,野中（雄和）,en,Nonaka (Yuwa),,,,
228,stops,stop_name,太子前,ja-Hrkt,たいしまえ,,,,
229,stops,stop_name,太子前,en,Taishimae,,,,
230,stops,stop_name,金ヶ崎（雄和）,ja-Hrkt,かねがさき,,,,
231,stops,stop_name,金ヶ崎（雄和）,en,Kanegasaki (Yuwa),,,,
232,stops,stop_name,左手子会館前,ja-Hrkt,さでこかいかんまえ,,,,
233,stops,stop_name,左手子会館前,en,Sadeko Kaikan-mae,,,,
234,stops,stop_name,左手子入口,ja-Hrkt,さでこいりぐち,,,,
235,stops,stop_name,左手子入口,en,Sadeko-iriguchi,,,,
236,stops,stop_name,向野下丁,ja-Hrkt,むかいのしもちょう,,,,
237,stops,stop_name,向野下丁,en,Mukaino-shimocho,,,,
238,stops,stop_name,向野上丁,ja-Hrkt,むかいのかみちょう,,,,
239,stops,stop_name,向野上丁,en,Mukaino-kamicho,,,,
240,stops,stop_name,旧大正寺小学校前,ja-Hrkt,きゅうだいしょうじしょうがっこうまえ,,,,
241,stops,stop_name,旧大正寺小学校前,en,Kyu Daishoji Shogakko-mae (Former Daishoji Elementary School),,,,
242,stops,stop_name,砂村入口,ja-Hrkt,すなむらいりぐち,,,,
243,stops,stop_name,砂村入口,en,Sunamura-iriguchi,,,,
244,stops,stop_name,クネソエ,ja-Hrkt,くねそえ,,,,
245,stops,stop_name,クネソエ,en,Kunesoe,,,,
246,stops,stop_name,碇田,ja-Hrkt,いかりだ,,,,
247,stops,stop_name,碇田,en,Ikarida,,,,
248,stops,stop_name,萱ヶ沢入口,ja-Hrkt,かやがさわいりぐち,,,,
249,stops,stop_name,萱ヶ沢入口,en,Kayagasawa-iriguchi,,,,
250,stops,stop_name,大台入口,ja-Hrkt,おおだいいりぐち,,,,
251,stops,stop_name,大台入口,en,Odai-iriguchi,,,,
252,stops,stop_name,萱ヶ沢下丁,ja-Hrkt,かやがさわしもちょう,,,,
253,stops,stop_name,萱ヶ沢下丁,en,Kayagasawa-shimocho,,,,
254,stops,stop_name,萱ヶ沢上丁,ja-Hrkt,かやがさわかみちょう,,,,
255,stops,stop_name,萱ヶ沢上丁,en,Kayagasawa-kamicho,,,,
256,stops,stop_name,命ヶ沢,ja-Hrkt,いのちがさわ,,,,
257,stops,stop_name,命ヶ沢,en,Inochigasawa,,,,
258,stops,stop_name,杉菜沢入口,ja-Hrkt,すぎなさわいりぐち,,,,
259,stops,stop_name,杉菜沢入口,en,Suginasawa-iriguchi,,,,
260,stops,stop_name,中ノ沢入口,ja-Hrkt,なかのさわいりぐち,,,,
261,stops,stop_name,中ノ沢入口,en,Nakanosawa-iriguchi,,,,
262,stops,stop_name,二タノ沢入口,ja-Hrkt,ふたのさわいりぐち,,,,
263,stops,stop_name,二タノ沢入口,en,Futanosawa-iriguchi,,,,
264,stops,stop_name,中ノ沢会館前,ja-Hrkt,なかのさわかいかんまえ,,,,
265,stops,stop_name,中ノ沢会館前,en,Nakanosawa Kaikan-mae,,,,
266,stops,stop_name,北部市民サービスセンター,ja-Hrkt,ほくぶしみんさーびすせんたー,,,,
267,stops,stop_name,北部市民サービスセンター,en,Hokubu Shimin Service Center,,,,
268,stops,stop_name,土崎駅,ja-Hrkt,つちざきえき,,,,
269,stops,stop_name,土崎駅,en,Tsuchizaki Sta.,,,,
270,stops,stop_name,台,ja-Hrkt,だい,,,,
271,stops,stop_name,台,en,Dai,,,,
272,stops,stop_name,台入口,ja-Hrkt,だいいりぐち,,,,
273,stops,stop_name,台入口,en,Dai-iriguchi,,,,
274,stops,stop_name,川原琴,ja-Hrkt,かわらごと,,,,
275,stops,stop_name,川原琴,en,Kawaragoto,,,,
276,stops,stop_name,下小平岱,ja-Hrkt,しもこびらたい,,,,
277,stops,stop_name,下小平岱,en,Shimo-kobiratai,,,,
278,stops,stop_name,小平岱下丁,ja-Hrkt,こびらたいしもちょう,,,,
279,stops,stop_name,小平岱下丁,en,Kobiratai-shimocho,,,,
280,stops,stop_name,生活改善センター前,ja-Hrkt,せいかつかいぜんせんたーまえ,,,,
281,stops,stop_name,生活改善センター前,en,Seikatsu Kaizen Center-mae,,,,
282,stops,stop_name,小平岱上丁,ja-Hrkt,こびらたいかみちょう,,,,
283,stops,stop_name,小平岱上丁,en,Kobiratai-kamicho,,,,
284,stops,stop_name,小平岱回転地,ja-Hrkt,こびらたいかいてんち,,,,
285,stops,stop_name,小平岱回転地,en,Kobiratai Kaitenchi,,,,
286,stops,stop_name,岨谷峡,ja-Hrkt,そうやきょう,,,,
287,stops,stop_name,岨谷峡,en,Soya-kyo,,,,
288,stops,stop_name,鵜養橋,ja-Hrkt,うやしないばし,,,,
289,stops,stop_name,鵜養橋,en,Uyashinai Bashi,,,,
290,stops,stop_name,鵜養下丁,ja-Hrkt,うやしないしもちょう,,,,
291,stops,stop_name,鵜養下丁,en,Uyashinai-shimocho,,,,
292,stops,stop_name,鵜養中丁,ja-Hrkt,うやしないなかちょう,,,,
293,stops,stop_name,鵜養中丁,en,Uyashinai-nakacho,,,,
294,stops,stop_name,鵜養上丁,ja-Hrkt,うやしないかみちょう,,,,
295,stops,stop_name,鵜養上丁,en,Uyashinai-kamicho,,,,
296,stops,stop_name,殿渕,ja-Hrkt,とのぶち,,,,
297,stops,stop_name,殿渕,en,Tonobuchi,,,,
298,stops,stop_name,新川,ja-Hrkt,にいかわ,,,,
299,stops,stop_name,新川,en,Niikawa,,,,
300,stops,stop_name,東上,ja-Hrkt,ひがしかみ,,,,
301,stops,stop_name,東上,en,Higashi-kami,,,,
302,stops,stop_name,東下,ja-Hrkt,ひがししも,,,,
303,stops,stop_name,東下,en,Higashi-shimo,,,,
304,stops,stop_name,杉沢,ja-Hrkt,すぎさわ,,,,
305,stops,stop_name,杉沢,en,Sugisawa,,,,
306,stops,stop_name,萱森,ja-Hrkt,かやもり,,,,
307,stops,stop_name,萱森,en,Kayamori,,,,
308,stops,stop_name,わたのは,ja-Hrkt,わたのは,,,,
309,stops,stop_name,わたのは,en,Watanoha,,,,
310,stops,stop_name,旧河辺農林漁業資料館前,ja-Hrkt,きゅうかわべのうりんぎょぎょうしりょうかんまえ,,,,
311,stops,stop_name,旧河辺農林漁業資料館前,en,Kyu Kawabe Nouringyo Shiryokan-mae (Former Kawabe Museum),,,,
312,stops,stop_name,丸舞口,ja-Hrkt,まるまいぐち,,,,
313,stops,stop_name,丸舞口,en,Marumaiguchi,,,,
314,stops,stop_name,ユフォーレ入口,ja-Hrkt,ゆふぉーれいりぐち,,,,
315,stops,stop_name,ユフォーレ入口,en,Yufore-iriguchi,,,,
316,stops,stop_name,ユフォーレ,ja-Hrkt,ゆふぉーれ,,,,
317,stops,stop_name,ユフォーレ,en,Yufore,,,,
318,stops,stop_name,下田,ja-Hrkt,しもだ,,,,
319,stops,stop_name,下田,en,Shimoda,,,,
320,stops,stop_name,岩谷山入口,ja-Hrkt,いわやさんいりぐち,,,,
321,stops,stop_name,岩谷山入口,en,Iwayasan-iriguchi,,,,
322,stops,stop_name,砂子渕会館前,ja-Hrkt,すなごぶちかいかんまえ,,,,
323,stops,stop_name,砂子渕会館前,en,Sunagobuchi Kaikan-mae,,,,
324,stops,stop_name,砂子渕,ja-Hrkt,すなごぶち,,,,
325,stops,stop_name,砂子渕,en,Sunagobuchi,,,,
326,stops,stop_name,岩見ダム入口,ja-Hrkt,いわみだむいりぐち,,,,
327,stops,stop_name,岩見ダム入口,en,Iwami Dam-iriguchi,,,,
328,stops,stop_name,萱森下丁,ja-Hrkt,かやもりしもちょう,,,,
329,stops,stop_name,萱森下丁,en,Kayamori-kamicho,,,,
330,stops,stop_name,上三内入口,ja-Hrkt,かみさんないいりぐち,,,,
331,stops,stop_name,上三内入口,en,Kami-sannai-iriguchi,,,,
332,stops,stop_name,留見瀬,ja-Hrkt,とどみせ,,,,
333,stops,stop_name,留見瀬,en,Todomise,,,,
334,stops,stop_name,貯木場前,ja-Hrkt,ちょぼくじょうまえ,,,,
335,stops,stop_name,貯木場前,en,Chobokujo-mae,,,,
336,stops,stop_name,野崎（河辺）,ja-Hrkt,のざき,,,,
337,stops,stop_name,野崎（河辺）,en,Nozaki (Kawabe),,,,
338,stops,stop_name,黒沼中,ja-Hrkt,くろぬまなか,,,,
339,stops,stop_name,黒沼中,en,Kuronuma-naka,,,,
340,stops,stop_name,黒沼上,ja-Hrkt,くろぬまかみ,,,,
341,stops,stop_name,黒沼上,en,Kuronuma-kami,,,,
342,stops,stop_name,獅子岱,ja-Hrkt,ししたい,,,,
343,stops,stop_name,獅子岱,en,Shishitai,,,,
344,stops,stop_name,畑ノ沢,ja-Hrkt,はたのさわ,,,,
345,stops,stop_name,畑ノ沢,en,Hatanosawa,,,,
346,stops,stop_name,黒瀬会館前,ja-Hrkt,くろせかいかんまえ,,,,
347,stops,stop_name,黒瀬会館前,en,Kurose Kaikan-mae,,,,
348,stops,stop_name,善正寺,ja-Hrkt,ぜんしょうじ,,,,
349,stops,stop_name,善正寺,en,Zenshoji (Zenshoji Temple),,,,
350,stops,stop_name,黒瀬回転地,ja-Hrkt,くろせかいてんち,,,,
351,stops,stop_name,黒瀬回転地,en,Kurose Kaitenchi,,,,
352,stops,stop_name,黒瀬,ja-Hrkt,くろせ,,,,
353,stops,stop_name,黒瀬,en,Kurose,,,,
354,stops,stop_name,県営南ヶ丘住宅前,ja-Hrkt,けんえいみなみがおかじゅうたくまえ,,,,
355,stops,stop_name,県営南ヶ丘住宅前,en,Ken-ei Minamigaoka Jutaku-mae,,,,
356,stops,stop_name,湯野目回転地,ja-Hrkt,ゆのめかいてんち,,,,
357,stops,stop_name,湯野目回転地,en,Yunome Kaitenchi,,,,
358,stops,stop_name,椿台ヒルズ,ja-Hrkt,つばきだいひるず,,,,
359,stops,stop_name,椿台ヒルズ,en,Tsubakidai Hills,,,,
360,stops,stop_name,椿台ゴルフ場,ja-Hrkt,つばきだいごるふじょう,,,,
361,stops,stop_name,椿台ゴルフ場,en,Tsubakidai Golf Course,,,,
362,stops,stop_name,中央公園入口,ja-Hrkt,ちゅうおうこうえんいりぐち,,,,
363,stops,stop_name,中央公園入口,en,Chuo Koen-iriguchi,,,,
364,stops,stop_name,堤根,ja-Hrkt,つつみね,,,,
365,stops,stop_name,堤根,en,Tsutsumine,,,,
366,stops,stop_name,安養寺会館前,ja-Hrkt,あんようじかいかんまえ,,,,
367,stops,stop_name,安養寺会館前,en,An-yoji Kaikan-mae,,,,
368,stops,stop_name,安養寺入口,ja-Hrkt,あんようじいりぐち,,,,
369,stops,stop_name,安養寺入口,en,An-yoji-iriguchi,,,,
370,stops,stop_name,秋銀寮前,ja-Hrkt,あきぎんりょうまえ,,,,
